T1,T2,T1C,T2C,Count
med_admin_event,pha_prod_disp_obs_st,order_id,order_id,1
med_admin_event,prsnl,updt_id,person_id,1
med_admin_event,task_activity,order_id,order_id,1
med_admin_ident_error,encntr_alias,bar_code_ident,alias,1
med_admin_med_error,med_admin_event,order_id,order_id,1
med_admin_med_error,orders,order_id,order_id,1
med_admin_med_error,person,person_id,person_id,1
med_admin_pt_error,person,expected_pt_id,person_id,1
med_admin_pt_error,person,identified_pt_id,person_id,1
med_admin_pt_error,prsnl,updt_id,person_id,1
med_cost_hx,med_flex_object_idx,med_product_id,parent_entity_id,1
med_cost_hx,med_product,med_product_id,med_product_id,1
med_def_flex,charge_event,med_def_flex_id,ext_i_reference_id,1
med_def_flex_object_idx,med_def_flex,med_def_flex_id,med_def_flex_id,1
med_dispense,med_def_flex,pharmacy_type_cd,pharmacy_type_cd,1
med_dispense,med_flex_object_idx,med_dispense_id,parent_entity_id,1
med_dispense,rxs_activity_index,item_id,item_id,1
med_dispense,template_nonformulary,item_id,shell_item_id,1
med_flex_object_idx,med_dispense,parent_entity_id,med_dispense_id,1
med_identifier,med_cost_hx,med_product_id,med_product_id,1
med_identifier,med_flex_object_idx,med_product_id,parent_entity_id,1
med_identifier,med_identifier,value_key,value_key,1
med_identifier,prsnl,updt_id,person_id,1
med_identifier,rxs_activity_index,item_id,item_id,1
med_identifier,sa_ref_fluid,item_id,item_id,1
med_identifier,stored_at,item_id,item_id,1
med_ingred_set,order_catalog_synonym,child_item_id,item_id,1
med_oe_defaults,order_catalog_synonym,ord_as_synonym_id,synonym_id,1
med_product,manufacturer_item,manf_item_id,item_id,1
med_product,package_type,manf_item_id,item_id,1
media_master,media_master_alias,media_master_id,media_master_id,1
media_master,person,person_id,person_id,1
media_movement,media_master,media_master_id,media_master_id,1
medication,orders,catalog_cd,catalog_cd,1
medication_definition,manufacturer_item,primary_manf_item_id,item_id,1
medication_definition,med_def_flex,item_id,item_id,1
medication_definition,medication,cki,cki,1
medication_definition,ndc_main_multum_drug_code,cki,main_multum_drug_code,1
medication_definition,nomenclature,mdx_gfc_nomen_id,nomenclature_id,1
medication_definition,order_sentence,order_sentence_id,order_sentence_id,1
medication_definition,set_item_r,item_id,component_item_id,1
medication_definition,set_item_r,item_id,set_item_id,1
medication_definition,u_awp,item_id,item_id,1
medication_definition,u_cdm_nbr,item_id,item_id,1
medication_definition,u_generic,item_id,item_id,1
medication_definition,u_ub92_nbr,item_id,item_id,1
messaging_audit,encntr_alias,encntr_id,encntr_id,1
messaging_audit,encounter,encntr_id,encntr_id,1
messaging_audit,organization,org_id,organization_id,1
messaging_audit,person,person_id,person_id,1
messaging_audit,si_audit,rx_identifier,msg_ident,1
mic_ar_task,accession_order_r,order_id,order_id,1
mic_event_detail,mic_event_log,task_log_id,task_log_id,1
mic_event_log,mic_task_log,task_log_id,task_log_id,1
mic_group_response,prsnl,updt_id,person_id,1
mic_order_lab,order_action,order_id,order_id,1
mic_order_lab,um_charge_event_st,order_id,order_id,1
mic_result_footnote_r,long_text,long_text_id,long_text_id,1
mic_result_footnote_r,mic_task_log,task_log_id,task_log_id,1
mic_stat_archive,accession_order_r,order_id,order_id,1
mic_stat_order,encntr_alias,encntr_id,encntr_id,1
mic_stat_order,prsnl,collect_prsnl_id,person_id,1
mic_stat_task,mic_report_response,task_log_id,task_log_id,1
mic_sus_first_level_interp,mic_interp,interp_id,interp_id,1
mic_sus_med_result,mic_stat_susceptibility,task_log_id,task_log_id,1
mic_sus_med_result,mic_sus_med_result,task_log_id,task_log_id,1
mic_sus_med_result,mic_task_log,task_log_id,task_log_id,1
mic_task_detail_r,mic_sus_first_level_interp,task_component_cd,sus_detail_cd,1
mic_task_log,mic_ar_biochemical,task_log_id,task_id,1
mic_task_log,mic_event_log,task_log_id,task_log_id,1
mic_task_log,mic_pathogen,order_id,order_id,1
mic_task_log,mic_task_log,order_id,order_id,1
mic_task_log,prsnl,task_tech_id,person_id,1
mic_temp_seq,mic_task_log,order_id,order_id,1
mltm_category_sub_xref,mltm_category_drug_xref,sub_category_id,multum_category_id,1
mltm_category_sub_xref,mltm_category_sub_xref,multum_category_id,sub_category_id,1
mltm_category_sub_xref,mltm_category_sub_xref,sub_category_id,multum_category_id,1
mltm_ddi_description,mltm_ddi_map,ddi_id,ddi_id,1
mltm_ddi_map,mltm_ddi_drug_condition,dc_id,dc_id,1
mltm_drug_categories,mltm_category_sub_xref,multum_category_id,multum_category_id,1
mltm_drug_name_map,mltm_mmdc_name_map,drug_synonym_id,drug_synonym_id,1
mltm_mmdc_name_map,mltm_ndc_core_description,main_multum_drug_code,main_multum_drug_code,1
mltm_ndc_core_description,mltm_mmdc_name_map,main_multum_drug_code,main_multum_drug_code,1
mltm_ndc_core_description,mltm_ndc_brand_name,brand_code,brand_code,1
mltm_ndc_core_description,mltm_ndc_source,source_id,source_id,1
mltm_ndc_core_description,mltm_units,inner_package_desc_code,unit_id,1
mltm_ndc_main_drug_code,mltm_dose_form,dose_form_code,dose_form_code,1
mltm_ndc_main_drug_code,mltm_product_strength,product_strength_code,product_strength_code,1
mm_omf_item_master,bill_item,item_master_id,ext_parent_reference_id,1
mm_omf_itemloc,mm_omf_item_master,item_id,item_master_id,1
mm_profile,purchase_order,profile_id,pur_profile_id,1
mp_viewpoint,mp_viewpoint_reltn,mp_viewpoint_id,mp_viewpoint_id,1
ndc_main_multum_drug_code,multum_drug_synonym,drug_id,drug_id,1
netting,device,received_location_cd,location_cd,1
netting,prsnl,updt_id,person_id,1
netting,um_charge_event_st,order_id,order_id,1
nomen_cat_list,nomen_category,parent_category_id,nomen_category_id,1
nomen_entity_reltn,nomenclature,nomenclature_id,nomenclature_id,1
nomen_entity_reltn,problem,parent_entity_id,problem_id,1
nomenclature,charge_mod,source_identifier,field6,1
nomenclature,cmt_cross_map,concept_cki,concept_cki,1
nomenclature,diagnosis,nomenclature_id,originating_nomenclature_id,1
nomenclature,fhx_activity,nomenclature_id,nomenclature_id,1
nomenclature,hm_expect_sat,nomenclature_id,parent_nbr,1
nomenclature,nomen_cat_list,nomenclature_id,nomenclature_id,1
nomenclature,problem,nomenclature_id,originating_nomenclature_id,1
nomenclature,proc_modifier,nomenclature_id,nomenclature_id,1
nomenclature,term,term_id,term_id,1
note_type,clinical_event,event_cd,event_cd,1
note_type_template_reltn,note_type,note_type_id,note_type_id,1
object_identifier,pha_onetomany_1,identifier_id,ident_id,1
object_identifier_index,case_cart_pick_list,object_id,item_id,1
object_identifier_index,item_control_info,object_id,item_id,1
object_identifier_index,item_control_info,parent_entity_id,item_id,1
object_identifier_index,item_location_cost,object_id,item_id,1
object_identifier_index,locator_rollup,object_id,item_id,1
object_identifier_index,mm_omf_mfg_item,object_id,mfg_item_id,1
object_identifier_index,ndc_core_description,value_key,ndc_code,1
object_identifier_index,object_identifier,object_id,object_id,1
object_identifier_index,object_identifier_index,value_key,value_key,1
object_identifier_index,order_catalog_item_r,object_id,item_id,1
object_identifier_index,pha_prod_disp_obs_st,object_id,item_id,1
object_identifier_index,sch_resource,object_id,item_id,1
ocs_facility_r,encounter,facility_cd,loc_facility_cd,1
ocs_facility_r,ord_cat_sent_r,synonym_id,synonym_id,1
ocs_facility_r,prsnl,updt_id,person_id,1
oe_format_fields,order_sentence,oe_format_id,oe_format_id,1
oe_format_fields,prsnl,updt_id,person_id,1
oe_format_fields,sch_appt_type,oe_format_id,oe_format_id,1
oe_format_fields,sch_event_detail,oe_field_id,oe_field_id,1
oen_interface_traits,oen_interface,interface_id,interface_id,1
oen_publisher_pub_r,oen_interface_traits,interface_id,interface_id,1
oen_publisher_pub_r,oen_publication,publication_id,publication_id,1
oen_route_rule,oen_expression,rule_id,rule_id,1
oen_subscriber_rule_r,oen_route_rule,rule_id,rule_id,1
omf_clinical_event_st,accession_order_r,order_id,order_id,1
omf_grid_column,omf_grid,grid_cd,grid_cd,1
omf_pv_view,omf_view_indicator,view_cd,view_cd,1
omf_radmgmt_order_st,person,patient_id,person_id,1
omf_radmgmt_order_st,person_alias,patient_id,person_id,1
omf_radmgmt_order_st,rad_omf_mammo,order_id,order_id,1
online_item_definition,input_form_definition,online_item_definition_id,online_item_definition_id,1
ops_control_group,ops_schedule_control_group,ops_control_grp_id,ops_control_grp_id,1
ops_job,ops_task,ops_job_id,ops_job_id,1
ops_schedule_control_group,ops_schedule_task,ops_schedule_control_grp_id,ops_schedule_control_grp_id,1
ops_task,ops_control_group,ops_control_grp_id,ops_control_grp_id,1
ops_task,ops_schedule_task,ops_task_id,ops_task_id,1
orc_resource_list,orders,catalog_cd,catalog_cd,1
orc_resource_list,service_resource,service_resource_cd,service_resource_cd,1
order_action,charting_operations_prsnl,order_provider_id,prsnl_id,1
order_action,dcp_activity_log,order_id,parent_entity_id,1
order_action,eco_queue,order_id,order_id,1
order_action,ib_rx_req,order_id,ref_order_id,1
order_action,mic_ar_order,order_id,order_id,1
order_action,order_comment,order_id,order_id,1
order_action,order_container_r,order_id,order_id,1
order_action,order_demog_history,order_id,order_id,1
order_action,order_ingredient,order_id,order_id,1
order_action,pha_ord_act_obs_st,order_id,order_id,1
order_action,prsnl,updt_id,updt_id,1
order_action,task_activity,order_id,order_id,1
order_alias,clinical_event,order_id,order_id,1
order_catalog,chart_grp_evnt_set,catalog_cd,order_catalog_cd,1
order_catalog,dup_checking,catalog_cd,catalog_cd,1
order_catalog,exam_folder,catalog_cd,catalog_cd,1
order_catalog,hm_expect_sat,catalog_cd,parent_nbr,1
order_catalog,long_text,ord_com_template_long_text_id,long_text_id,1
order_catalog,mic_valid_sus_panel,catalog_cd,catalog_cd,1
order_catalog,order_ingredient,catalog_cd,catalog_cd,1
order_catalog,orders,catalog_type_cd,catalog_type_cd,1
order_catalog,orders,oe_format_id,oe_format_id,1
order_catalog,person,updt_id,person_id,1
order_catalog,replace_grouping,catalog_cd,catalog_cd,1
order_catalog,sch_order_appt,catalog_cd,catalog_cd,1
order_catalog,surg_case_procedure,catalog_cd,surg_proc_cd,1
order_catalog,um_charge_event_st,catalog_cd,catalog_cd,1
order_catalog,v500_event_code,event_cd,event_cd,1
order_catalog,v500_event_code,primary_mnemonic,event_cd_disp,1
order_catalog,v500_event_set_code,primary_mnemonic,event_set_name,1
order_catalog_item_r,alt_sel_list,synonym_id,synonym_id,1
order_catalog_item_r,med_def_flex,item_id,item_id,1
order_catalog_item_r,med_identifier,item_id,item_id,1
order_catalog_item_r,order_catalog_synonym,item_id,item_id,1
order_catalog_item_r,pha_product,catalog_cd,catalog_cd,1
order_catalog_synonym,answer,mnemonic,answer,1
order_catalog_synonym,cmt_cross_map,concept_cki,target_concept_cki,1
order_catalog_synonym,code_value_event_r,catalog_cd,parent_cd,1
order_catalog_synonym,cs_component,catalog_cd,catalog_cd,1
order_catalog_synonym,expedite_trigger,synonym_id,synonym_id,1
order_catalog_synonym,med_def_flex,item_id,item_id,1
order_catalog_synonym,orc_resource_list,catalog_cd,catalog_cd,1
order_catalog_synonym,ord_cat_sent_r,catalog_cd,catalog_cd,1
order_catalog_synonym,order_catalog_synonym,synonym_id,synonym_id,1
order_catalog_synonym,order_ingredient,synonym_id,synonym_id,1
order_catalog_synonym,order_radiology,catalog_cd,catalog_cd,1
order_catalog_synonym,prsnl,active_status_prsnl_id,person_id,1
order_catalog_text,order_catalog_synonym,catalog_cd,catalog_cd,1
order_comment,order_detail,order_id,order_id,1
order_comment,prsnl,updt_id,person_id,1
order_compliance,cust_ec_encntr_metrics,encntr_id,encntr_id,1
order_compliance_detail,order_compliance,order_compliance_id,order_compliance_id,1
order_container_r,container_accession,container_id,container_id,1
order_container_r,mic_ic_orders,order_id,order_id,1
order_container_r,order_action,order_id,order_id,1
order_container_r,task_activity,container_id,container_id,1
order_demog_history,encounter,encntr_id,encntr_id,1
order_demog_history,person,person_id,person_id,1
order_detail,accession_order_r,order_id,order_id,1
order_detail,dispense_category,oe_field_value,dispense_category_cd,1
order_detail,medication_definition,oe_field_value,item_id,1
order_detail,messaging_audit,order_id,order_id,1
order_detail,oe_format_fields,oe_field_id,oe_field_id,1
order_detail,order_container_r,order_id,order_id,1
order_detail,order_order_reltn,order_id,related_from_order_id,1
order_detail,order_review,order_id,order_id,1
order_detail,rad_exam,order_id,order_id,1
order_detail,sch_event_attach,order_id,order_id,1
order_dispense,encntr_loc_hist,encntr_id,encntr_id,1
order_dispense,order_demog_history,order_id,order_id,1
order_dispense,order_detail,order_id,order_id,1
order_dispense,order_ingredient,order_id,order_id,1
order_dispense,order_prsnl_reltn,encntr_id,encntr_id,1
order_entry_format_parent,oe_format_fields,oe_format_id,oe_format_id,1
order_ingredient,alt_sel_list,synonym_id,synonym_id,1
order_ingredient,order_catalog_synonym,synonym_id,synonym_id,1
order_ingredient,pha_prod_disp_obs_st,order_id,order_id,1
order_iv_info,order_ingredient,order_id,order_id,1
order_laboratory,charge,order_id,order_id,1
order_laboratory,result,order_id,order_id,1
order_order_reltn,orders,related_from_order_id,order_id,1
order_order_reltn,orders,related_to_order_id,order_id,1
order_product,clinical_event,order_id,order_id,1
order_product,dispense_hx,order_id,order_id,1
order_product,order_action,order_id,order_id,1
order_product,order_detail,order_id,order_id,1
order_product,order_dispense,order_id,order_id,1
order_proposal,order_recon_detail,order_proposal_id,order_proposal_id,1
order_radiology,bill_item,catalog_cd,ext_parent_reference_id,1
order_radiology,chart_request,parent_order_id,order_id,1
order_radiology,clinical_event,encntr_id,encntr_id,1
order_radiology,encounter,person_id,person_id,1
order_radiology,prsnl,person_id,person_id,1
order_recon,cust_ec_encntr_metrics,encntr_id,encntr_id,1
order_recon,encntr_alias,encntr_id,encntr_id,1
order_recon,encntr_loc_hist,encntr_id,encntr_id,1
order_recon,encounter,person_id,person_id,1
order_review,phone,provider_id,parent_entity_id,1
order_review,prsnl,updt_id,person_id,1
order_sentence,act_pw_comp,order_sentence_id,order_sentence_id,1
order_sentence,dm_info,order_sentence_id,info_number,1
order_sentence,orders,parent_entity_id,synonym_id,1
order_sentence_detail,dm_info,order_sentence_id,info_domain_id,1
order_sentence_detail,oe_field_meaning,oe_field_meaning_id,oe_field_meaning_id,1
order_sentence_detail,set_item_r,order_sentence_id,order_sentence_id,1
order_serv_res_container,mic_task_log,order_id,order_id,1
order_serv_res_container,order_laboratory,order_id,order_id,1
order_task,dcp_forms_activity,dcp_forms_ref_id,dcp_forms_ref_id,1
order_task,dcp_forms_ref,dcp_forms_ref_id,dcp_forms_ref_id,1
order_task,order_task_position_xref,reference_task_id,reference_task_id,1
order_task,order_task_xref,reference_task_id,reference_task_id,1
order_task_xref,order_catalog,catalog_cd,catalog_cd,1
order_task_xref,prsnl,updt_id,person_id,1
orders,ce_event_order_link,order_id,parent_order_ident,1
orders,charge,person_id,person_id,1
orders,chart_request,updt_id,updt_id,1
orders,clinical_event,catalog_cd,catalog_cd,1
orders,clinical_event,person_id,event_id,1
orders,clinical_event,updt_id,updt_id,1
orders,code_value_alias,catalog_cd,code_value,1
orders,cust_ec_encntr_metrics,person_id,person_id,1
orders,cust_med_request,order_id,order_id,1
orders,cv_proc,order_id,order_id,1
orders,eks_module_audit_det,order_id,order_id,1
orders,encounter,encntr_id,person_id,1
orders,encounter,order_id,encntr_id,1
orders,lh_d_person,person_id,person_id,1
orders,lh_mu_fx_2_details,order_id,parent_entity_id,1
orders,mic_pathogen,order_id,order_id,1
orders,mic_temp_seq,order_id,order_id,1
orders,netting,order_id,order_id,1
orders,order_compliance_detail,order_id,order_nbr,1
orders,order_ops,order_id,order_id,1
orders,order_order_reltn,order_id,related_to_order_id,1
orders,order_radiology,encntr_id,encntr_id,1
orders,order_review,template_order_id,order_id,1
orders,orders,cs_order_id,cs_order_id,1
orders,orders,cs_order_id,order_id,1
orders,orders,template_order_id,template_order_id,1
orders,pathway,encntr_id,encntr_id,1
orders,pathway,pathway_catalog_id,pathway_catalog_id,1
orders,peds_encntrs,encntr_id,encntr_id,1
orders,pha_product,synonym_id,synonym_id,1
orders,procedure_specimen_type,catalog_cd,catalog_cd,1
orders,product,product_id,product_id,1
orders,product_event,encntr_id,encntr_id,1
orders,product_event,order_id,order_id,1
orders,prsnl,updt_id,updt_id,1
orders,sch_appt,person_id,person_id,1
orders,si_audit,order_id,parent_entity_id,1
orders,temp_freq_5,frequency_id,frequency_id,1
orders,um_charge_event_st,encntr_id,encntr_id,1
org_info,organization,organization_id,organization_id,1
org_org_reltn,organization,organization_id,organization_id,1
org_org_reltn,organization,related_org_id,organization_id,1
org_set,org_set_org_r,org_set_id,org_set_id,1
org_set,org_set_type_r,org_set_id,org_set_id,1
org_set_org_r,location,organization_id,organization_id,1
org_set_prsnl_r,prsnl_org_reltn,prsnl_id,person_id,1
org_type_reltn,encounter,organization_id,organization_id,1
organization,address,organization_id,parent_entity_id,1
organization,charge,organization_id,payor_id,1
organization,chart_dist_filter_value,organization_id,parent_entity_id,1
organization,deposit_acct,organization_id,organization_id,1
organization,encntr_org_reltn,organization_id,organization_id,1
organization,expedite_trigger,organization_id,organization_id,1
organization,gl_alias_field_result,organization_id,gl_field_value,1
organization,item_org_reltn,organization_id,org_id,1
organization,org_org_reltn,organization_id,organization_id,1
organization,pat_ed_doc_followup,organization_id,organization_id,1
organization,pm_transaction,organization_id,n_organization_id,1
organization,pm_transaction,organization_id,o_organization_id,1
organization,prsnl_reltn,organization_id,parent_entity_id,1
organization,sch_event_action,organization_id,organization_id,1
organization,tpm,organization_id,organization_id,1
organization,transaction_eligibility,organization_id,payer_id,1
organization,um_charge_event_st,organization_id,client_id,1
organization_alias,location,organization_id,organization_id,1
organization_alias,person_org_reltn,organization_id,organization_id,1
outcome_activity,act_pw_comp,outcome_activity_id,parent_entity_id,1
outcome_activity,encounter,encntr_id,encntr_id,1
outcome_catalog,act_pw_comp,outcome_catalog_id,ref_prnt_ent_id,1
outcome_catalog,outcome_activity,outcome_catalog_id,outcome_catalog_id,1
output_dest,cr_report_request,output_dest_cd,output_dest_cd,1
output_dest,netting,output_dest_cd,label_printer_id,1
output_dest,outputctx,output_dest_cd,output_dest_cd,1
output_dest,pm_rpt_batch_params,output_dest_cd,output_dest_cd,1
output_dest,prsnl,updt_id,person_id,1
outputctx,chart_request,handle_id,handle_id,1
outputctx,cr_report_request,handle_id,rrd_handle_id,1
outputctx,person,requesting_user_id,person_id,1
package_type,item_control_info,item_id,item_id,1
package_type,item_definition,item_id,item_id,1
package_type,med_product,package_type_id,inner_pkg_type_id,1
pat_ed_document,clinical_event,encntr_id,encntr_id,1
pat_ed_document,clinical_event,event_id,event_id,1
pat_ed_document,encntr_alias,encntr_id,encntr_id,1
pat_ed_reltn,pat_ed_doc_activity,pat_ed_reltn_id,pat_ed_reltn_id,1
pathology_case,accession,case_id,accession_id,1
pathology_case,accession_order_r,case_id,accession_id,1
pathology_case,report_detail_task,case_id,case_id,1
pathology_case,um_charge_event_st,encntr_id,encntr_id,1
pathway,encntr_domain,encntr_id,encntr_id,1
pathway,encntr_loc_hist,encntr_id,encntr_id,1
pathway,orders,encntr_id,encntr_id,1
pathway,orders,pathway_catalog_id,pathway_catalog_id,1
pathway,outcome_activity,encntr_id,encntr_id,1
pathway,person,updt_id,person_id,1
pathway,prsnl,updt_id,person_id,1
pathway_action,pathway_action,pathway_id,pathway_id,1
pathway_catalog,prsnl,updt_id,person_id,1
pathway_comp,order_sentence,pathway_comp_id,parent_entity_id,1
pathway_comp,outcome_catalog,parent_entity_id,outcome_catalog_id,1
pathway_comp,pathway,pathway_catalog_id,pathway_catalog_id,1
pathway_comp,pathway_rule,pathway_uuid,target_uuid,1
pathway_comp,ref_text_reltn,pathway_catalog_id,parent_entity_id,1
pathway_rule,order_sentence,entity_id,order_sentence_id,1
patient_dispense,product_event,person_id,person_id,1
patient_event,encntr_loc_hist,encntr_id,encntr_id,1
payment_detail,trans_log,payment_detail_id,payment_detail_id,1
pc_referral_list,encntr_prsnl_reltn,encntr_id,encntr_id,1
pc_team_alts_list,encounter,enctr_type_class_cd,encntr_type_class_cd,1
pc_team_alts_list,encounter,person_id,person_id,1
pcs_review_item,result,parent_entity_id,result_id,1
pct_ipass,person,person_id,person_id,1
pdm_ranges,pdm_params,pdm_param_id,pdm_param_id,1
perform_result,order_container_r,container_id,container_id,1
perform_result,prsnl,perform_personnel_id,person_id,1
perform_result,service_resource,service_resource_cd,service_resource_cd,1
perioperative_document,sn_implant_log_st,periop_doc_id,periop_doc_id,1
person,abstracting,person_id,person_id,1
person,ac_class_person_reltn,person_id,person_id,1
person,ce_event_prsnl,person_id,action_prsnl_id,1
person,ce_intake_output_result,person_id,person_id,1
person,coding,person_id,person_id,1
person,cust_ec_encntr_metrics,person_id,person_id,1
person,cust_med_request,person_id,person_id,1
person,dcp_shift_assignment,person_id,person_id,1
person,discrete_task_assay,person_id,updt_id,1
person,lh_cnt_readmit_worklist,person_id,person_id,1
person,mic_order_lab,person_id,order_lock_id,1
person,order_comment,person_id,updt_id,1
person,order_dispense,person_id,person_id,1
person,orders,person_id,order_id,1
person,pat_ed_document,person_id,person_id,1
person,pathology_case,person_id,responsible_pathologist_id,1
person,pathway_catalog,person_id,ref_owner_person_id,1
person,person,name_last_key,name_last_key,1
person,person_antibody,person_id,person_id,1
person,person_combine,person_id,to_person_id,1
person,person_combine_batch,person_id,to_person_id,1
person,pft_queue_item,person_id,assigned_prsnl_id,1
person,pm_transaction,person_id,n_person_id,1
person,pm_transaction,person_id,o_person_id,1
person,prefdir_entry,person_id,updt_id,1
person,priv_loc_reltn,person_id,person_id,1
person,prsnl_notify,person_id,person_id,1
person,purchase_order,person_id,create_id,1
person,sa_ref_macro,person_id,prsnl_id,1
person,scd_story,person_id,author_id,1
person,sch_resource,person_id,person_id,1
person,surg_case_procedure,person_id,sched_primary_surgeon_id,1
person,surgical_case,person_id,anesth_prsnl_id,1
person,task_activity,person_id,msg_sender_person_id,1
person,tracking_checkin,person_id,primary_nurse_id,1
person,tracking_prearrival,person_id,attached_person_id,1
person,transaction_eligibility,person_id,person_id,1
person,workflow_task_queue_hist,person_id,updt_id,1
person,workload,person_id,person_id,1
person_aborh,orders,person_id,person_id,1
person_aborh,person_antibody,person_id,person_id,1
person_aborh,person_transplant_candidate,person_id,person_id,1
person_aborh,product_event,person_id,person_id,1
person_aborh_result,container_accession,container_id,container_id,1
person_aborh_result,person_aborh_result,person_id,person_id,1
person_alias,cr_report_request,person_id,person_id,1
person_alias,cust_qb_snapshot,person_id,person_id,1
person_alias,encounter,encntr_id,encntr_id,1
person_alias,person_combine,person_id,from_person_id,1
person_alias,person_trans_req,person_id,person_id,1
person_alias,scd_story,person_id,person_id,1
person_antibody,product_event,person_id,person_id,1
person_code_value_r,encounter,person_id,person_id,1
person_combine,charge,from_person_id,person_id,1
person_combine,custom_pt_list_entry,from_person_id,person_id,1
person_combine,dcp_pl_custom_entry,from_person_id,person_id,1
person_dismissal_actn,person_dismissal,person_dismissal_id,person_dismissal_id,1
person_dismissal_actn_hist,person_dismissal,person_dismissal_id,person_dismissal_id,1
person_donor,person,person_id,person_id,1
person_info,encntr_domain,person_id,person_id,1
person_info,fill_print_ord_hx,person_id,person_id,1
person_info,person_alias,person_id,person_id,1
person_info,person_plan_reltn,person_id,person_id,1
person_info,prsnl,updt_id,person_id,1
person_matches,address,a_person_id,parent_entity_id,1
person_matches,address,b_person_id,parent_entity_id,1
person_matches,person_alias,a_person_id,person_id,1
person_matches,person_alias,b_person_id,person_id,1
person_name,ce_event_prsnl,person_id,action_prsnl_id,1
person_name,clinical_event,person_id,verified_prsnl_id,1
person_name,encounter,person_id,person_id,1
person_org_reltn,prsnl,person_id,person_id,1
person_patient,person_alias,person_id,person_id,1
person_patient,person_name,person_id,person_id,1
person_person_reltn,fhx_activity,person_id,person_id,1
person_person_reltn,fhx_activity,related_person_id,related_person_id,1
person_person_reltn,person_alias,person_id,person_id,1
person_person_reltn,person_alias,related_person_id,person_id,1
person_person_reltn,person_person_reltn,related_person_id,person_id,1
person_person_reltn,person_plan_reltn,person_id,person_id,1
person_plan_profile,sch_appt,person_id,person_id,1
person_plan_profile_reltn,encntr_plan_reltn,person_plan_reltn_id,person_plan_reltn_id,1
person_plan_reltn,encounter,encntr_id,encntr_id,1
person_plan_reltn,person,subscriber_person_id,person_id,1
person_plan_reltn,person_edi_reltn,person_id,person_id,1
person_plan_reltn,person_person_reltn,person_id,related_person_id,1
person_plan_reltn,person_plan_reltn,person_id,subscriber_person_id,1
person_portal_reltn,person,person_id,person_id,1
person_prsnl_activity,encntr_prsnl_reltn,ppa_id,encntr_prsnl_reltn_id,1
person_prsnl_activity,person,prsnl_id,person_id,1
person_prsnl_activity,prsnl,active_status_prsnl_id,person_id,1
person_prsnl_reltn,br_eligible_provider,prsnl_person_id,provider_id,1
person_prsnl_reltn,diagnosis,person_id,person_id,1
person_prsnl_reltn,encntr_domain,person_id,person_id,1
person_prsnl_reltn,phone,prsnl_person_id,parent_entity_id,1
person_trans_req,product_event,person_id,person_id,1
person_trans_req,transfusion,person_id,person_id,1
pft_acct_reltn,organization,parent_entity_id,organization_id,1
pft_ap_refund_reltn,pft_ap_refund,pft_ap_refund_id,pft_ap_refund_id,1
pft_bad_debt_bal,pft_encntr,pft_encntr_id,pft_encntr_id,1
pft_charge,encounter,pft_encntr_id,encntr_id,1
pft_charge,orders,pft_encntr_id,encntr_id,1
pft_charge,pft_line_item_chrg_reltn,pft_charge_id,pft_charge_id,1
pft_charge,yava_az_optumpro_credit,charge_item_id,credit_charge_item_id,1
pft_denial_code_ref,batch_denial_file_r,denial_cd,denial_cd,1
pft_denial_code_ref,denial,denial_cd,denial_reason_cd,1
pft_encntr,batch_trans_file,acct_id,ar_account_id,1
pft_encntr,cds_batch_content_hist,encntr_id,parent_entity_id,1
pft_encntr,pft_ap_refund_reltn,pft_encntr_id,parent_entity_id,1
pft_encntr,pft_hold,billing_entity_id,parent_entity_id,1
pft_line_item,pft_line_item_chrg_reltn,pft_line_item_id,pft_line_item_id,1
pft_line_item,pft_queue_item_wf_reltn,pft_line_item_id,parent_entity_id,1
pft_line_item_chrg_reltn,pft_line_item,pft_line_item_id,pft_line_item_id,1
pft_proration,health_plan,health_plan_id,health_plan_id,1
pft_proration,pft_queue_item,bo_hp_reltn_id,bo_hp_reltn_id,1
pft_queue_item_hist,pft_wf_issue,item_status_cd,issue_cd,1
pft_queue_item_wf_hist,bill_rec,parent_entity_id,corsp_activity_id,1
pft_queue_item_wf_hist,pft_queue_item,pft_queue_item_id,pft_queue_item_id,1
pft_queue_item_wf_reltn,batch_trans_file,parent_entity_id,batch_trans_file_id,1
pft_queue_item_wf_reltn,pft_queue_item_wf_hist,pft_queue_item_wf_hist_id,pft_queue_item_wf_hist_id,1
pft_trans_alias,pft_ap_refund,pft_trans_alias_id,trans_alias_id,1
pft_trans_reltn,benefit_order,parent_entity_id,pft_encntr_id,1
pft_trans_reltn,cds_batch_content_hist,gl_trans_log_id,parent_entity_id,1
pft_trans_reltn,daily_encntr_bal,parent_entity_id,pft_encntr_id,1
pft_wf_issue,pft_queue_item,issue_cd,item_status_cd,1
pft_wf_issue,pft_queue_item_wf_hist,issue_cd,item_status_cd,1
pha_batch_report,prsnl,updt_id,person_id,1
pha_flex,location,flex_entity_id,location_cd,1
pha_flex,price_sched,new_entity_id,price_sched_id,1
pha_flex,price_sched,ref_entity_id,price_sched_id,1
pha_prod_disp_obs_st,dispense_hx,order_id,order_id,1
pha_prod_disp_obs_st,encntr_alias,encntr_id,encntr_id,1
pha_prod_disp_obs_st,orders,encntr_id,encntr_id,1
pha_prod_disp_obs_st,orders,order_catalog_cd,catalog_cd,1
pha_prod_disp_obs_st,person_alias,person_id,person_id,1
